,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
17,Manila,Barangay 117,0.23%,"4,160","4,396",-5.37%,-1.15%,NULL,coastal,Manila Bay [South China Sea],"14.6162, 120.9640 (14° 37' North, 120° 58' East)",5.9 meters (19.4 feet)
18,Manila,Barangay 118,0.59%,"10,840","10,077",7.57%,1.55%,NULL,coastal,Manila Bay [South China Sea],"14.6129, 120.9606 (14° 37' North, 120° 58' East)",7.7 meters (25.3 feet)
19,Manila,Barangay 119,0.13%,"2,345","3,251",-27.87%,-6.65%,NULL,coastal,Manila Bay [South China Sea],"14.6140, 120.9625 (14° 37' North, 120° 58' East)",7.7 meters (25.3 feet)
20,Manila,Barangay 12,0.12%,"2,137","2,654",-19.48%,-4.46%,NULL,coastal,Manila Bay [South China Sea],"14.6008, 120.9652 (14° 36' North, 120° 58' East)",9.6 meters (31.5 feet)
21,Manila,Barangay 120,0.21%,"3,873","3,525",9.87%,2.00%,NULL,coastal,Manila Bay [South China Sea],"14.6131, 120.9623 (14° 37' North, 120° 58' East)",9.0 meters (29.5 feet)
22,Manila,Barangay 121,0.24%,"4,511","5,617",-19.69%,-4.51%,NULL,coastal,Manila Bay [South China Sea],"14.6123, 120.9642 (14° 37' North, 120° 58' East)",9.0 meters (29.5 feet)
23,Manila,Barangay 122,0.21%,"3,824","4,257",-10.17%,-2.23%,NULL,coastal,Manila Bay [South China Sea],"14.6150, 120.9640 (14° 37' North, 120° 58' East)",6.2 meters (20.3 feet)
24,Manila,Barangay 123,0.47%,"8,660","8,490",2.00%,0.42%,NULL,coastal,Manila Bay [South China Sea],"14.6104, 120.9602 (14° 37' North, 120° 58' East)",5.9 meters (19.4 feet)
25,Manila,Barangay 124,0.01%,159,"2,626",-93.95%,-44.58%,NULL,coastal,Manila Bay [South China Sea],"14.6324, 120.9651 (14° 38' North, 120° 58' East)",6.0 meters (19.7 feet)
26,Manila,Barangay 125,0.24%,"4,510","2,098",114.97%,17.48%,NULL,coastal,Manila Bay [South China Sea],"14.6343, 120.9662 (14° 38' North, 120° 58' East)",7.6 meters (24.9 feet)
27,Manila,Barangay 126,0.06%,"1,162","1,054",10.25%,2.07%,NULL,coastal,Manila Bay [South China Sea],"14.6333, 120.9637 (14° 38' North, 120° 58' East)",7.5 meters (24.6 feet)
28,Manila,Barangay 127,0.03%,565,597,-5.36%,-1.15%,NULL,coastal,Manila Bay [South China Sea],"14.6348, 120.9647 (14° 38' North, 120° 58' East)",4.5 meters (14.8 feet)
29,Manila,Barangay 128,1.28%,"23,702","18,218",30.10%,5.70%,NULL,coastal,Manila Bay [South China Sea],"14.6325, 120.9524 (14° 38' North, 120° 57' East)",NULL
30,Manila,Barangay 129,0.31%,"5,716","5,361",6.62%,1.36%,NULL,coastal,Manila Bay [South China Sea],"14.6300, 120.9639 (14° 38' North, 120° 58' East)",7.3 meters (23.9 feet)
31,Manila,Barangay 13,0.13%,"2,371","2,280",3.99%,0.83%,NULL,coastal,Manila Bay [South China Sea],"14.6030, 120.9660 (14° 36' North, 120° 58' East)",8.7 meters (28.5 feet)
32,Manila,Barangay 130,0.10%,"1,758","1,816",-3.19%,-0.68%,NULL,coastal,Manila Bay [South China Sea],"14.6289, 120.9636 (14° 38' North, 120° 58' East)",2.9 meters (9.5 feet)
33,Manila,Barangay 131,0.09%,"1,621","1,443",12.34%,2.48%,NULL,coastal,Manila Bay [South China Sea],"14.6314, 120.9655 (14° 38' North, 120° 58' East)",5.5 meters (18.0 feet)
34,Manila,Barangay 132,0.05%,925,"1,036",-10.71%,-2.36%,NULL,coastal,Manila Bay [South China Sea],"14.6285, 120.9671 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
35,Manila,Barangay 133,0.11%,"2,115","2,263",-6.54%,-1.41%,NULL,coastal,Manila Bay [South China Sea],"14.6275, 120.9645 (14° 38' North, 120° 58' East)",4.4 meters (14.4 feet)
36,Manila,Barangay 134,0.06%,"1,058","1,041",1.63%,0.34%,NULL,coastal,Manila Bay [South China Sea],"14.6292, 120.9657 (14° 38' North, 120° 58' East)",5.0 meters (16.4 feet)
37,Manila,Barangay 135,0.10%,"1,935","2,057",-5.93%,-1.28%,NULL,coastal,Manila Bay [South China Sea],"14.6340, 120.9696 (14° 38' North, 120° 58' East)",7.3 meters (23.9 feet)
38,Manila,Barangay 136,0.06%,"1,197",928,28.99%,5.50%,NULL,coastal,Manila Bay [South China Sea],"14.6311, 120.9687 (14° 38' North, 120° 58' East)",4.8 meters (15.7 feet)
39,Manila,Barangay 137,0.05%,911,827,10.16%,2.06%,NULL,coastal,Manila Bay [South China Sea],"14.6293, 120.9680 (14° 38' North, 120° 58' East)",7.4 meters (24.3 feet)
40,Manila,Barangay 138,0.16%,"2,939","2,990",-1.71%,-0.36%,NULL,coastal,Manila Bay [South China Sea],"14.6328, 120.9664 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
41,Manila,Barangay 139,0.02%,371,426,-12.91%,-2.87%,NULL,coastal,Manila Bay [South China Sea],"14.6308, 120.9682 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
42,Manila,Barangay 14,0.11%,"2,070","2,283",-9.33%,-2.04%,NULL,coastal,Manila Bay [South China Sea],"14.6025, 120.9668 (14° 36' North, 120° 58' East)",5.3 meters (17.4 feet)
43,Manila,Barangay 140,0.03%,543,671,-19.08%,-4.36%,NULL,coastal,Manila Bay [South China Sea],"14.6310, 120.9671 (14° 38' North, 120° 58' East)",7.8 meters (25.6 feet)
44,Manila,Barangay 141,0.03%,529,506,4.55%,0.94%,NULL,coastal,Manila Bay [South China Sea],"14.6318, 120.9678 (14° 38' North, 120° 58' East)",5.7 meters (18.7 feet)
45,Manila,Barangay 142,0.09%,"1,710","1,729",-1.10%,-0.23%,NULL,coastal,Manila Bay [South China Sea],"14.6334, 120.9670 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
46,Manila,Barangay 143,0.08%,"1,401",992,41.23%,7.54%,NULL,coastal,Manila Bay [South China Sea],"14.6315, 120.9706 (14° 38' North, 120° 58' East)",4.7 meters (15.4 feet)
47,Manila,Barangay 144,0.05%,880,"1,775",-50.42%,-13.73%,NULL,coastal,Manila Bay [South China Sea],"14.6313, 120.9697 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
48,Manila,Barangay 145,0.06%,"1,029","1,117",-7.88%,-1.71%,NULL,coastal,Manila Bay [South China Sea],"14.6327, 120.9697 (14° 38' North, 120° 58' East)",4.8 meters (15.7 feet)
49,Manila,Barangay 146,0.16%,"2,895","2,734",5.89%,1.21%,NULL,coastal,Manila Bay [South China Sea],"14.6335, 120.9680 (14° 38' North, 120° 58' East)",6.4 meters (21.0 feet)
50,Manila,Barangay 147,0.12%,"2,275","2,140",6.31%,1.30%,NULL,coastal,Manila Bay [South China Sea],"14.6237, 120.9678 (14° 37' North, 120° 58' East)",5.0 meters (16.4 feet)
51,Manila,Barangay 148,0.13%,"2,333","2,414",-3.36%,-0.72%,NULL,coastal,Manila Bay [South China Sea],"14.6246, 120.9684 (14° 37' North, 120° 58' East)",5.0 meters (16.4 feet)
52,Manila,Barangay 149,0.08%,"1,554","1,739",-10.64%,-2.34%,NULL,coastal,Manila Bay [South China Sea],"14.6209, 120.9710 (14° 37' North, 120° 58' East)",7.6 meters (24.9 feet)
53,Manila,Barangay 15,0.06%,"1,119","1,085",3.13%,0.65%,NULL,coastal,Manila Bay [South China Sea],"14.6029, 120.9649 (14° 36' North, 120° 58' East)",9.3 meters (30.5 feet)
54,Manila,Barangay 150,0.12%,"2,277","2,396",-4.97%,-1.07%,NULL,coastal,Manila Bay [South China Sea],"14.6211, 120.9688 (14° 37' North, 120° 58' East)",5.7 meters (18.7 feet)
55,Manila,Barangay 151,0.09%,"1,639","1,399",17.16%,3.39%,NULL,coastal,Manila Bay [South China Sea],"14.6193, 120.9703 (14° 37' North, 120° 58' East)",9.0 meters (29.5 feet)
56,Manila,Barangay 152,0.34%,"6,218","3,502",77.56%,12.84%,NULL,coastal,Manila Bay [South China Sea],"14.6223, 120.9742 (14° 37' North, 120° 58' East)",4.2 meters (13.8 feet)
57,Manila,Barangay 153,0.11%,"2,051","2,703",-24.12%,-5.64%,NULL,coastal,Manila Bay [South China Sea],"14.6225, 120.9730 (14° 37' North, 120° 58' East)",5.4 meters (17.7 feet)
58,Manila,Barangay 154,0.05%,948,"1,112",-14.75%,-3.30%,NULL,coastal,Manila Bay [South China Sea],"14.6195, 120.9721 (14° 37' North, 120° 58' East)",6.6 meters (21.7 feet)
59,Manila,Barangay 155,0.18%,"3,257","2,916",11.69%,2.36%,NULL,coastal,Manila Bay [South China Sea],"14.6212, 120.9741 (14° 37' North, 120° 58' East)",4.9 meters (16.1 feet)
60,Manila,Barangay 156,0.09%,"1,615","1,581",2.15%,0.45%,NULL,coastal,Manila Bay [South China Sea],"14.6181, 120.9726 (14° 37' North, 120° 58' East)",5.4 meters (17.7 feet)
61,Manila,Barangay 157,0.08%,"1,505","2,075",-27.47%,-6.54%,NULL,coastal,Manila Bay [South China Sea],"14.6193, 120.9735 (14° 37' North, 120° 58' East)",5.7 meters (18.7 feet)
62,Manila,Barangay 158,0.10%,"1,934","2,213",-12.61%,-2.80%,NULL,coastal,Manila Bay [South China Sea],"14.6208, 120.9725 (14° 37' North, 120° 58' East)",5.0 meters (16.4 feet)
63,Manila,Barangay 159,0.08%,"1,558","1,701",-8.41%,-1.83%,NULL,coastal,Manila Bay [South China Sea],"14.6195, 120.9744 (14° 37' North, 120° 58' East)",4.8 meters (15.7 feet)
64,Manila,Barangay 16,0.08%,"1,477","1,792",-17.58%,-3.99%,NULL,coastal,Manila Bay [South China Sea],"14.6022, 120.9652 (14° 36' North, 120° 58' East)",9.9 meters (32.5 feet)
65,Manila,Barangay 160,0.07%,"1,256","2,375",-47.12%,-12.55%,NULL,coastal,Manila Bay [South China Sea],"14.6204, 120.9739 (14° 37' North, 120° 58' East)",4.5 meters (14.8 feet)
66,Manila,Barangay 161,0.05%,"1,004","1,157",-13.22%,-2.94%,NULL,coastal,Manila Bay [South China Sea],"14.6281, 120.9748 (14° 38' North, 120° 58' East)",5.8 meters (19.0 feet)
67,Manila,Barangay 162,0.03%,556,716,-22.35%,-5.18%,NULL,coastal,Manila Bay [South China Sea],"14.6270, 120.9745 (14° 38' North, 120° 58' East)",7.0 meters (23.0 feet)
68,Manila,Barangay 163,0.21%,"3,840","5,390",-28.76%,-6.89%,NULL,coastal,Manila Bay [South China Sea],"14.6242, 120.9740 (14° 37' North, 120° 58' East)",5.4 meters (17.7 feet)
69,Manila,Barangay 164,0.10%,"1,807","2,083",-13.25%,-2.95%,NULL,coastal,Manila Bay [South China Sea],"14.6252, 120.9742 (14° 38' North, 120° 58' East)",6.8 meters (22.3 feet)
70,Manila,Barangay 165,0.05%,"1,014",989,2.53%,0.53%,NULL,coastal,Manila Bay [South China Sea],"14.6259, 120.9745 (14° 38' North, 120° 58' East)",7.0 meters (23.0 feet)
71,Manila,Barangay 166,0.05%,882,"1,139",-22.56%,-5.24%,NULL,coastal,Manila Bay [South China Sea],"14.6259, 120.9722 (14° 38' North, 120° 58' East)",7.4 meters (24.3 feet)
72,Manila,Barangay 167,0.05%,926,"1,256",-26.27%,-6.21%,NULL,coastal,Manila Bay [South China Sea],"14.6246, 120.9719 (14° 37' North, 120° 58' East)",7.1 meters (23.3 feet)
73,Manila,Barangay 168,0.08%,"1,387","1,342",3.35%,0.70%,NULL,coastal,Manila Bay [South China Sea],"14.6263, 120.9702 (14° 38' North, 120° 58' East)",7.4 meters (24.3 feet)
74,Manila,Barangay 169,0.05%,914,"1,707",-46.46%,-12.32%,NULL,coastal,Manila Bay [South China Sea],"14.6250, 120.9700 (14° 38' North, 120° 58' East)",6.1 meters (20.0 feet)
75,Manila,Barangay 17,0.06%,"1,176","1,211",-2.89%,-0.62%,NULL,coastal,Manila Bay [South China Sea],"14.6016, 120.9637 (14° 36' North, 120° 58' East)",8.3 meters (27.2 feet)
76,Manila,Barangay 170,0.07%,"1,378",882,56.24%,9.85%,NULL,coastal,Manila Bay [South China Sea],"14.6270, 120.9692 (14° 38' North, 120° 58' East)",6.1 meters (20.0 feet)
77,Manila,Barangay 171,0.06%,"1,124","1,383",-18.73%,-4.27%,NULL,coastal,Manila Bay [South China Sea],"14.6260, 120.9684 (14° 38' North, 120° 58' East)",5.5 meters (18.0 feet)
78,Manila,Barangay 172,0.07%,"1,210","1,464",-17.35%,-3.93%,NULL,coastal,Manila Bay [South China Sea],"14.6278, 120.9682 (14° 38' North, 120° 58' East)",5.6 meters (18.4 feet)
79,Manila,Barangay 173,0.09%,"1,616","2,037",-20.67%,-4.76%,NULL,coastal,Manila Bay [South China Sea],"14.6284, 120.9728 (14° 38' North, 120° 58' East)",7.7 meters (25.3 feet)
80,Manila,Barangay 174,0.04%,715,635,12.60%,2.53%,NULL,coastal,Manila Bay [South China Sea],"14.6272, 120.9725 (14° 38' North, 120° 58' East)",8.6 meters (28.2 feet)
81,Manila,Barangay 175,0.05%,988,"1,108",-10.83%,-2.38%,NULL,coastal,Manila Bay [South China Sea],"14.6293, 120.9706 (14° 38' North, 120° 58' East)",5.2 meters (17.1 feet)
82,Manila,Barangay 176,0.07%,"1,278","1,396",-8.45%,-1.84%,NULL,coastal,Manila Bay [South China Sea],"14.6283, 120.9698 (14° 38' North, 120° 58' East)",3.6 meters (11.8 feet)
83,Manila,Barangay 177,0.18%,"3,308","3,239",2.13%,0.44%,NULL,coastal,Manila Bay [South China Sea],"14.6344, 120.9728 (14° 38' North, 120° 58' East)",1.6 meters (5.2 feet)
84,Manila,Barangay 178,0.08%,"1,519","1,250",21.52%,4.19%,NULL,coastal,Manila Bay [South China Sea],"14.6334, 120.9740 (14° 38' North, 120° 58' East)",5.2 meters (17.1 feet)
85,Manila,Barangay 179,0.06%,"1,021","3,076",-66.81%,-20.72%,NULL,coastal,Manila Bay [South China Sea],"14.6298, 120.9734 (14° 38' North, 120° 58' East)",8.9 meters (29.2 feet)
86,Manila,Barangay 18,0.11%,"1,982","2,140",-7.38%,-1.60%,NULL,coastal,Manila Bay [South China Sea],"14.6006, 120.9638 (14° 36' North, 120° 58' East)",8.5 meters (27.9 feet)
87,Manila,Barangay 180,0.12%,"2,145","3,267",-34.34%,-8.48%,NULL,coastal,Manila Bay [South China Sea],"14.6301, 120.9717 (14° 38' North, 120° 58' East)",8.8 meters (28.9 feet)
88,Manila,Barangay 181,0.15%,"2,773","2,498",11.01%,2.22%,NULL,coastal,Manila Bay [South China Sea],"14.6310, 120.9734 (14° 38' North, 120° 58' East)",9.9 meters (32.5 feet)
89,Manila,Barangay 182,0.21%,"3,936","6,002",-34.42%,-8.50%,NULL,coastal,Manila Bay [South China Sea],"14.6323, 120.9715 (14° 38' North, 120° 58' East)",8.1 meters (26.6 feet)
90,Manila,Barangay 183,0.46%,"8,424","2,874",193.11%,25.40%,NULL,coastal,Manila Bay [South China Sea],"14.6324, 120.9735 (14° 38' North, 120° 58' East)",8.5 meters (27.9 feet)
91,Manila,Barangay 184,0.18%,"3,311","3,562",-7.05%,-1.53%,NULL,coastal,Manila Bay [South China Sea],"14.6341, 120.9757 (14° 38' North, 120° 59' East)",5.0 meters (16.4 feet)
92,Manila,Barangay 185,0.19%,"3,532","3,497",1.00%,0.21%,NULL,coastal,Manila Bay [South China Sea],"14.6294, 120.9750 (14° 38' North, 120° 59' East)",8.5 meters (27.9 feet)
93,Manila,Barangay 186,0.09%,"1,678","1,884",-10.93%,-2.41%,NULL,coastal,Manila Bay [South China Sea],"14.6315, 120.9754 (14° 38' North, 120° 59' East)",7.8 meters (25.6 feet)
94,Manila,Barangay 187,0.05%,886,871,1.72%,0.36%,NULL,coastal,Manila Bay [South China Sea],"14.6359, 120.9816 (14° 38' North, 120° 59' East)",10.3 meters (33.8 feet)
95,Manila,Barangay 188,0.05%,865,"1,292",-33.05%,-8.10%,NULL,coastal,Manila Bay [South China Sea],"14.6357, 120.9804 (14° 38' North, 120° 59' East)",12.8 meters (42.0 feet)
96,Manila,Barangay 189,0.08%,"1,481","1,546",-4.20%,-0.90%,NULL,coastal,Manila Bay [South China Sea],"14.6368, 120.9808 (14° 38' North, 120° 59' East)",13.2 meters (43.3 feet)
97,Manila,Barangay 19,0.12%,"2,272","2,361",-3.77%,-0.81%,NULL,coastal,Manila Bay [South China Sea],"14.6024, 120.9636 (14° 36' North, 120° 58' East)",7.2 meters (23.6 feet)
98,Manila,Barangay 190,0.07%,"1,232","1,171",5.21%,1.07%,NULL,coastal,Manila Bay [South China Sea],"14.6374, 120.9801 (14° 38' North, 120° 59' East)",11.4 meters (37.4 feet)
99,Manila,Barangay 191,0.04%,703,712,-1.26%,-0.27%,NULL,coastal,Manila Bay [South China Sea],"14.6373, 120.9815 (14° 38' North, 120° 59' East)",13.5 meters (44.3 feet)
100,Manila,Barangay 192,0.10%,"1,878","1,638",14.65%,2.92%,NULL,coastal,Manila Bay [South China Sea],"14.6387, 120.9798 (14° 38' North, 120° 59' East)",10.7 meters (35.1 feet)
101,Manila,Barangay 193,0.05%,979,"1,183",-17.24%,-3.91%,NULL,coastal,Manila Bay [South China Sea],"14.6349, 120.9799 (14° 38' North, 120° 59' East)",13.1 meters (43.0 feet)
102,Manila,Barangay 194,0.04%,775,888,-12.73%,-2.82%,NULL,coastal,Manila Bay [South China Sea],"14.6351, 120.9787 (14° 38' North, 120° 59' East)",11.6 meters (38.1 feet)
103,Manila,Barangay 195,0.08%,"1,401","1,225",14.37%,2.87%,NULL,coastal,Manila Bay [South China Sea],"14.6343, 120.9790 (14° 38' North, 120° 59' East)",8.7 meters (28.5 feet)
104,Manila,Barangay 196,0.09%,"1,631","1,029",58.50%,10.18%,NULL,coastal,Manila Bay [South China Sea],"14.6348, 120.9810 (14° 38' North, 120° 59' East)",8.7 meters (28.5 feet)
105,Manila,Barangay 197,0.03%,523,873,-40.09%,-10.22%,NULL,coastal,Manila Bay [South China Sea],"14.6340, 120.9806 (14° 38' North, 120° 59' East)",6.2 meters (20.3 feet)
106,Manila,Barangay 198,0.27%,"5,032","5,397",-6.76%,-1.46%,NULL,coastal,Manila Bay [South China Sea],"14.6310, 120.9768 (14° 38' North, 120° 59' East)",7.5 meters (24.6 feet)
107,Manila,Barangay 199,0.19%,"3,471","3,355",3.46%,0.72%,NULL,coastal,Manila Bay [South China Sea],"14.6342, 120.9773 (14° 38' North, 120° 59' East)",6.3 meters (20.7 feet)
108,Manila,Barangay 2,0.10%,"1,887","1,662",13.54%,2.71%,NULL,coastal,Manila Bay [South China Sea],"14.6051, 120.9675 (14° 36' North, 120° 58' East)",11.3 meters (37.1 feet)
109,Manila,Barangay 20,2.48%,"45,772","38,602",18.57%,3.65%,NULL,coastal,Manila Bay [South China Sea],"14.6063, 120.9505 (14° 36' North, 120° 57' East)",3.9 meters (12.8 feet)
110,Manila,Barangay 200,0.09%,"1,666","1,852",-10.04%,-2.20%,NULL,coastal,Manila Bay [South China Sea],"14.6332, 120.9769 (14° 38' North, 120° 59' East)",8.3 meters (27.2 feet)
111,Manila,Barangay 201,0.06%,"1,152","1,711",-32.67%,-7.99%,NULL,coastal,Manila Bay [South China Sea],"14.6316, 120.9790 (14° 38' North, 120° 59' East)",7.5 meters (24.6 feet)
112,Manila,Barangay 202,0.08%,"1,420","1,115",27.35%,5.22%,NULL,coastal,Manila Bay [South China Sea],"14.6333, 120.9789 (14° 38' North, 120° 59' East)",6.8 meters (22.3 feet)
113,Manila,Barangay 202-A,0.07%,"1,213",578,109.86%,16.89%,NULL,coastal,Manila Bay [South China Sea],"14.6329, 120.9803 (14° 38' North, 120° 59' East)",8.6 meters (28.2 feet)
114,Manila,Barangay 203,0.13%,"2,462","2,816",-12.57%,-2.79%,NULL,coastal,Manila Bay [South China Sea],"14.6287, 120.9781 (14° 38' North, 120° 59' East)",8.3 meters (27.2 feet)
115,Manila,Barangay 204,0.15%,"2,684","2,219",20.96%,4.09%,NULL,coastal,Manila Bay [South China Sea],"14.6279, 120.9766 (14° 38' North, 120° 59' East)",6.9 meters (22.6 feet)
116,Manila,Barangay 205,0.10%,"1,760","1,496",17.65%,3.48%,NULL,coastal,Manila Bay [South China Sea],"14.6301, 120.9786 (14° 38' North, 120° 59' East)",9.0 meters (29.5 feet)
117,Manila,Barangay 206,0.13%,"2,433","2,065",17.82%,3.51%,NULL,coastal,Manila Bay [South China Sea],"14.6300, 120.9804 (14° 38' North, 120° 59' East)",8.5 meters (27.9 feet)
118,Manila,Barangay 207,0.08%,"1,541","1,101",39.96%,7.33%,NULL,coastal,Manila Bay [South China Sea],"14.6281, 120.9810 (14° 38' North, 120° 59' East)",8.7 meters (28.5 feet)
119,Manila,Barangay 208,0.03%,635,"1,075",-40.93%,-10.49%,NULL,coastal,Manila Bay [South China Sea],"14.6295, 120.9821 (14° 38' North, 120° 59' East)",8.8 meters (28.9 feet)
120,Manila,Barangay 209,0.27%,"5,075","3,195",58.84%,10.23%,NULL,coastal,Manila Bay [South China Sea],"14.6249, 120.9816 (14° 37' North, 120° 59' East)",11.4 meters (37.4 feet)
121,Manila,Barangay 210,0.17%,"3,212","3,154",1.84%,0.38%,NULL,coastal,Manila Bay [South China Sea],"14.6260, 120.9826 (14° 38' North, 120° 59' East)",10.3 meters (33.8 feet)
122,Manila,Barangay 211,0.11%,"2,007","2,688",-25.33%,-5.96%,NULL,coastal,Manila Bay [South China Sea],"14.6266, 120.9813 (14° 38' North, 120° 59' East)",7.9 meters (25.9 feet)
123,Manila,Barangay 212,0.14%,"2,675","2,649",0.98%,0.21%,NULL,coastal,Manila Bay [South China Sea],"14.6265, 120.9794 (14° 38' North, 120° 59' East)",7.1 meters (23.3 feet)
124,Manila,Barangay 213,0.17%,"3,231","2,913",10.92%,2.20%,NULL,coastal,Manila Bay [South China Sea],"14.6248, 120.9766 (14° 37' North, 120° 59' East)",7.6 meters (24.9 feet)
125,Manila,Barangay 214,0.09%,"1,577","1,373",14.86%,2.96%,NULL,coastal,Manila Bay [South China Sea],"14.6258, 120.9761 (14° 38' North, 120° 59' East)",6.8 meters (22.3 feet)
126,Manila,Barangay 215,0.17%,"3,106","2,896",7.25%,1.48%,NULL,coastal,Manila Bay [South China Sea],"14.6263, 120.9778 (14° 38' North, 120° 59' East)",7.8 meters (25.6 feet)
127,Manila,Barangay 216,0.13%,"2,431","2,787",-12.77%,-2.84%,NULL,coastal,Manila Bay [South China Sea],"14.6245, 120.9779 (14° 37' North, 120° 59' East)",6.5 meters (21.3 feet)
128,Manila,Barangay 217,0.07%,"1,263","1,053",19.94%,3.90%,NULL,coastal,Manila Bay [South China Sea],"14.6250, 120.9756 (14° 38' North, 120° 59' East)",4.0 meters (13.1 feet)
129,Manila,Barangay 218,0.02%,321,682,-52.93%,-14.67%,NULL,coastal,Manila Bay [South China Sea],"14.6225, 120.9754 (14° 37' North, 120° 59' East)",3.9 meters (12.8 feet)
130,Manila,Barangay 219,0.06%,"1,080",817,32.19%,6.05%,NULL,coastal,Manila Bay [South China Sea],"14.6244, 120.9788 (14° 37' North, 120° 59' East)",6.3 meters (20.7 feet)
